Transaction_date,Product,Price,Payment_Type,Name,City,State,Country,Account_Created,Last_Login,Latitude,Longitude
1/27/2016 11:02,Product1,1200,Mastercard,DOREEN,Madrid,Madrid,Spain,1/24/2016 8:21,2/9/2016 18:42,40.4,-3.6833333
1/14/2016 13:23,Product1,1200,Diners,eugenia,Wisconsin Rapids            ,WI,United States,11/15/2015 13:57,2/9/2016 18:44,44.38361,-89.81722
1/7/2016 20:01,Product1,1200,Visa,Karen,Austin                      ,TX,United States,1/6/2016 19:16,2/9/2016 19:56,30.26694,-97.74278
1/20/2016 12:32,Product1,1200,Visa,Bea,Chicago                     ,IL,United States,1/16/2016 19:08,2/9/2016 20:42,41.85,-87.65
1/6/2016 14:35,Product1,1200,Diners,Hilde Karin,Las Vegas                   ,NV,United States,12/17/2015 11:59,2/9/2016 22:59,36.175,-115.13639
1/4/2016 6:51,Product1,1200,Visa,Rima,Mullingar,Westmeath,Ireland,1/3/2016 12:34,2/10/2016 0:59,53.5333333,-7.35
1/24/2016 18:30,Product1,1200,Visa,Ruangrote,Melbourne,Victoria,Australia,7/17/2015 5:19,2/10/2016 2:12,-37.8166667,144.9666667
1/25/2016 5:57,Product1,1200,Amex,pamela,Ayacucho,Buenos Aires,Argentina,1/24/2016 9:29,2/10/2016 6:38,-37.15,-58.4833333
1/5/2016 10:02,Product2,3600,Visa,Emillie,Eagan                       ,MN,United States,1/5/2016 9:03,2/10/2016 7:29,44.80417,-93.16667
1/13/2016 9:14,Product1,1200,Visa,sangeeta,Vossevangen,Hordaland,Norway,1/9/2016 9:31,2/10/2016 9:04,60.6333333,6.4333333
1/22/2016 7:35,Product1,1200,Visa,Anja,Ferney-Voltaire,Rhone-Alpes,France,1/22/2016 6:51,2/10/2016 9:18,46.25,6.1166667
1/2/2016 11:06,Product1,1200,Mastercard,Andrew,Sevilla,Andalucia,Spain,3/12/2006 15:02,2/10/2016 10:04,37.3772222,-5.9869444
1/11/2016 9:50,Product1,1200,Visa,Bato,Munchengosserstadt,Thuringia,Germany,1/7/2016 11:45,2/10/2016 10:28,51.05,11.65
1/21/2016 20:44,Product1,1200,Mastercard,Ailsa ,Lindenhurst                 ,NY,United States,1/21/2016 7:47,2/10/2016 10:51,40.68667,-73.37389
1/5/2016 9:09,Product1,1200,Visa,Sophie,Bloomfield                  ,MI,United States,10/23/2006 6:52,2/10/2016 10:58,42.53778,-83.23306
1/5/2016 12:41,Product1,1200,Visa,Katrin,Calgary,Alberta,Canada,12/3/2015 14:49,2/10/2016 11:45,51.0833333,-114.0833333
1/28/2016 12:54,Product2,3600,Mastercard,Kelly ,Vancouver,British Columbia,Canada,1/27/2016 21:04,2/10/2016 12:09,49.25,-123.1333333
1/21/2016 4:46,Product1,1200,Visa,Tomasz,Klampenborg,Kobenhavn,Denmark,6/10/2015 11:25,2/10/2016 12:22,55.7666667,12.6
1/7/2016 13:28,Product1,1200,Visa,Elizabeth,Calne,England,United Kingdom,1/4/2016 13:07,2/10/2016 12:39,51.4333333,-2
1/27/2016 11:18,Product2,3600,Amex,Michael,Los Angeles                 ,CA,United States,1/23/2016 11:47,2/10/2016 13:09,34.05222,-118.24278
1/7/2016 12:39,Product2,3600,Visa,Natasha,Milano,Lombardy,Italy,6/2/2006 13:01,2/10/2016 13:19,45.4666667,9.2
1/24/2016 13:54,Product2,3600,Mastercard,Meredith,Kloten,Zurich,Switzerland,1/24/2016 12:30,2/10/2016 13:47,47.45,8.5833333
1/30/2016 6:48,Product1,1200,Mastercard,Nicole,Fayetteville                ,NC,United States,1/30/2016 4:51,2/10/2016 14:41,35.0525,-78.87861
1/22/2016 18:07,Product1,1200,Visa,Ryan,Simpsonville                ,SC,United States,1/6/2016 16:59,2/10/2016 15:30,34.73694,-82.25444
1/29/2016 15:03,Product1,1200,Visa,Mary ,Auckland,Auckland,New Zealand,2/9/2006 11:14,2/10/2016 16:31,-36.8666667,174.7666667
1/2/2016 14:14,Product1,1200,Diners,Aaron,Reading,England,United Kingdom,11/16/2015 15:49,2/10/2016 16:38,51.4333333,-1
1/19/2016 11:05,Product1,1200,Visa,Bertrand,North Caldwell              ,NJ,United States,10/3/2015 5:55,2/10/2016 18:16,40.83972,-74.27694
1/28/2016 16:17,Product1,1200,Mastercard,Zoe,Coventry,England,United Kingdom,1/28/2016 15:59,2/10/2016 19:55,52.4166667,-1.55
1/8/2016 12:46,Product1,1200,Mastercard,Trine Marie,Orillia,Ontario,Canada,12/16/2015 22:57,2/10/2016 22:11,44.6,-79.4166667
1/29/2016 16:07,Product1,1200,Diners,Kim,Paris,Ile-de-France,France,1/29/2016 15:45,2/10/2016 22:24,48.8666667,2.3333333
1/29/2016 13:41,Product1,1200,Visa,John ,San Jose                    ,CA,United States,1/14/2004 21:59,2/10/2016 23:58,37.33944,-121.89389
1/8/2016 6:29,Product1,1200,Visa,Rich,Ingelheim-Mitte,Rhineland-Palatinate,Germany,3/24/2006 6:21,2/10/2016 23:59,49.9833333,8.0666667
1/4/2016 12:53,Product1,1200,Diners,Kayla,Leamington Spa,England,United Kingdom,12/11/2015 7:35,2/11/2016 0:04,52.3,-1.5333333
